fecha,ciudad,temperatura,humedad,precipitacion_mm,viento_kmh
2024-03-17,Bariloche,14.9 C,63.5,9.4,17.7
2024-06-09,Buenos Aires,10.0 C,"85,4",4.8,12.5
2024-05-22,Bariloche,2.5 C,75.8,8.9,7.3
2024-01-12,Buenos Aires,26.3,51.2,0.0,9.7
2024-05-24,Buenos Aires,13.0,"77,3",22.5,5.1
2024-05-31,cordoba ,11.5,"60,2",0.0,12.3
02 de Mar de 2024,cordoba,22.5,49.8,0.0,16.5
2024-09-30,Cordoba,18.8,43.6,0.0,2.7
25 de Jun de 2024,Buenos Aires,12.3 C,"55,3",0.0,15.3
2024-03-15,Cordoba,20.4,58.7,0.0,12.5
2024-03-23,Bariloche,15.7 C,85.7,0.0,4.0
04 de Jun de 2024,Cordoba,8.0,55.6,0.0,16.9
2024-12-12,Bariloche,s/d,55.6,0.0,11.7
2024-03-23,cordoba ,20.6,"46,7",0.0,13.9
2024-11-18,Cordoba,24.0,50.6,0.0,3.6
2024-08-19,Buenos  Aires,6.1,"78,0",0.0,-
2024-07-29,Buenos Aires,,"68,6",-,10.2
2024-10-01,Cordoba,16.8,"64,6",5.5,20.1
2024-05-23,Buenos Aires,12.6,69.1,0.0,s/d
2024-01-22,San Carlos de Bariloche,15.0,"63,7",7.6,25.3
2024-06-02,Cordoba,9.0 C,47.1,0.0,12.7
2024-12-14,Buenos Aires,27.2,73.0,1.5,15.7
2024-10-25,Buenos Aires,19.9,"63,7",0.0,21.2
2024-03-31,Bariloche,10.2 C,72.9,10.0,6.2
04-02-2024, Bariloche,20.3,60.4,0.0,13.0
2024-03-03,Córdoba ,25.6,"49,5",0.0,nan
2024-09-03,Cordoba,8.8,45.4,s/d,14.1
2024-12-13,Bariloche,14.3,-,,9.9
2024-12-18,Bariloche,16.1,"66,7",9.5,9.4
2024-01-09,Buenos Aires,26.9,54.6,19.2,18.9
2024-06-05,Buenos Aires,14.6,67.7,0.0,13.5
2024-06-22,Cordoba,10.4,50.2,0.0,19.1
20/05/2024,cordoba,4.2 C,"59,3",0.0,10.1
2024-03-11,cordoba ,23.9,"57,3",0.0,15.1
2024-09-23, Buenos Aires,11.3,"67,6",-,1.4
2024-04-04,Bariloche,9.8,,0.8,22.5
2024-04-05,Cordoba,17.0,61.9,0.0,16.6
2024-07-29,Córdoba ,s/d,"64,0",0.0,17.4
04 de Dec de 2024, Buenos Aires,22.7,"63,9",0.0,21.2
12-09-2024,BUENOS AIRES,17.9,,44.9,16.6
28-08-2024,Bariloche,4.6,69.2,0.0,14.8
2024-10-23,bariloche,12.6,"68,2",s/d,7.4
2024-10-26,Cordoba,20.4,61.5,0.0,7.4
2024-07-13,Cordoba,6.0,52.4,0.0,15.3
2024-07-27,Buenos Aires,11.3 C,71.2,0.0,27.9
2024-06-27,Bariloche,4.2 C,82.9,4.2,9.0
14/10/2024,Buenos  Aires,20.1,62.6,0.0,27.5
2024-01-02,buenos aires,27.5,65.4,0.0,20.1
2024-07-26,bariloche,2.6,78.1,0.0,12.3
2024-12-07, Buenos Aires,20.1,66.3,0.0,15.2
2024-09-26,Buenos Aires,17.8 C,"79,3",0.0,13.5
22/09/2024,Buenos Aires,17.1,66.2,0.0,16.1
01/07/2024,BARILOCHE,3.4,"72,1",0.0,18.7
2024-09-11,Bariloche,2.7 C,54.0,0.0,25.1
21-09-2024,Bariloche,4.2,89.1,0.0,16.0
2024-05-28,Bariloche,2.5 C,64.4,0.0,10.4
2024-04-05,Buenos Aires,17.8,60.4,0.0,10.4
27-10-2024,Bariloche,13.6 C,78.0,0.0,21.3
12-05-2024,Bariloche,2.1,"88,2",0.0,27.6
12-02-2024,Buenos Aires,27.8 C,78.7,3.7,8.7
21/05/2024,Bariloche,4.6,77.4,3.9,14.8
2024-08-27,Bariloche,2.5,67.2,nan,13.7
02/02/2024,CÓRDOBA,28.8 C,"66,7",5.7,12.9
2024-10-06,Bariloche,6.6,"86,2",3.0,25.1
2024-09-19,Cordoba,18.8,"67,1",0.0,20.3
23/07/2024,Bariloche,-3.4 C,78.1,0.0,14.0
2024-02-15,Buenos  Aires,31.7 C,"68,7",0.2,8.9
2024-06-10,Buenos Aires,10.0,50.5,0.0,13.7
2024-12-27,Cordoba,26.8,"52,2",0.0,8.6
20/09/2024,cordoba,11.4,"51,7",0.0,20.0
2024-10-15,Buenos Aires,18.2 C,77.0,0.0,5.7
11 de Aug de 2024,cordoba ,5.2,65.0,nan,11.6
20 de Nov de 2024,bariloche,11.9,70.3,4.6,3.8
2024-06-18,Bariloche,1.0,"85,0",0.0,17.6
2024-08-24,Buenos  Aires,13.0,70.2,-,14.4
2024-07-11,Bariloche,6.5,79.1,0.0,16.3
2024-07-28,cordoba ,9.4,"73,8",6.3,19.9
28 de Apr de 2024,Bariloche,8.4,67.3,0.5,27.0
11 de Nov de 2024,Buenos Aires,19.4,61.5,39.1,5.6
20 de Mar de 2024,Bariloche,7.8,68.1,0.0,17.2
2024-06-28,San Carlos de Bariloche,-0.0,77.7,0.0,14.5
2024-08-18,Buenos  Aires,9.2 C,"75,2",0.0,13.2
18 de Mar de 2024,Bariloche,9.8,63.2,1.1,18.3
2024-11-28,cordoba,27.6,42.4,1.9,11.7
28 de Sep de 2024, Bariloche,5.5 C,88.8,0.0,9.4
11 de Dec de 2024,Cordoba,25.8 C,53.2,0.0,4.9
2024-07-19,Bariloche,-99.0,"95,5",32.5,12.9
2024-05-25,Bariloche,0.4,72.5,12.8,12.7
17 de Mar de 2024,Buenos Aires,18.4,55.8,0.0,17.3
2024-06-25,Bariloche,-0.7,74.4,0.0,17.2
24-09-2024,Cordoba,13.5,53.6,0.0,23.5
2024-08-14,Buenos  Aires,13.4 C,74.1,11.5,17.2
2024-09-04,Buenos  Aires,12.3 C,72.9,3.5,1.7
28-03-2024, Bariloche,15.3,"79,8",0.0,6.5
2024-04-02,Bariloche,11.0,75.3,0.0,14.6
20/04/2024,Cordoba,19.6,57.4,0.0,3.2
23 de May de 2024,San Carlos de Bariloche,8.1,"53,9",3.3,12.1
2024-10-31,Cordoba,20.8,"41,1",8.8,18.1
26-03-2024,buenos aires,21.6,68.3,13.8,11.0
13 de Apr de 2024,Cordoba,14.8,41.8,35.4,21.6
2024-08-13, Buenos Aires,10.2,"61,5",0.0,18.5
05-06-2024,Bariloche,7.5,88.6,10.8,13.7
12-02-2024,BARILOCHE,15.6,"76,9",0.0,12.9
2024-11-27,Buenos Aires,23.4,59.7,0.0,12.2
2024-08-21,Buenos  Aires,12.3,"74,0",0.0,10.6
2024-08-10,Cordoba,4.9 C,"57,3",0.0,11.1
2024-04-19,Cordoba,13.0,59.6,6.5,1.8
2024-11-19,San Carlos de Bariloche,11.2,N/A,0.0,8.2
2024-10-22,Cordoba,19.1,69.3,5.1,20.7
21 de Aug de 2024,Cordoba,6.1,"66,2",0.0,20.2
2024-08-25,Bariloche,4.6,"67,0",7.5,20.9
2024-02-25,Cordoba,26.5 C,47.1,0.0,18.7
2024-11-17,CÓRDOBA,29.7,43.5,0.0,12.1
2024-07-01, Buenos Aires,9.7,"65,0",6.5,20.2
2024-09-13,Bariloche,7.0 C,78.3,0.0,16.8
2024-09-25,Bariloche,6.5 C,74.7,0.0,17.4
08-09-2024,cordoba,11.5 C,"46,8",0.0,15.2
2024-11-28,Buenos Aires,24.2,"58,7",0.0,
2024-03-13,Cordoba,26.2,49.5,0.0,13.2
2024-02-19,buenos aires,26.3 C,56.8,0.0,14.9
2024-11-12,San Carlos de Bariloche,9.8,69.2,0.0,24.9
12 de Jun de 2024,Córdoba ,9.0,"49,7",0.0,20.7
30-04-2024,Cordoba,nan,36.9,0.0,20.3
2024-05-11,Cordoba,12.7,50.6,0.0,13.9
16-04-2024,BUENOS AIRES,17.3,75.8,0.2,17.9
2024-03-18,cordoba ,22.6,46.7,0.0,6.1
2024-10-07,Cordoba,16.2,69.7,0.0,16.2
2024-12-26,Cordoba,22.8,"64,1",0.0,4.7
09 de Jul de 2024,Buenos Aires,5.3,80.9,0.0,13.8
2024-10-09,Buenos Aires,18.4 C,"71,3",0.0,21.1
30-01-2024,Bs As,32.1 C,61.6,5.4,15.8
18-06-2024,Buenos Aires,9.8,"76,3",,9.4
2024-09-26, Bariloche,4.2,"84,5",0.0,23.8
2024-04-10,Buenos Aires,19.4,69.8,nan,4.4
2024-07-16,Buenos Aires,11.3 C,"72,7",0.0,18.1
2024-05-09,Cordoba,14.2,"60,4",0.0,10.4
08-10-2024,Cordoba,16.5,38.9,0.0,12.9
2024-09-12,San Carlos de Bariloche,5.2,71.9,1.8,4.3
14/02/2024,Buenos  Aires,28.5 C,68.0,0.0,12.4
10/12/2024,cordoba ,26.6,40.8,0.0,27.3
2024-01-08,Córdoba ,32.1 C,63.1,0.0,19.7
2024-11-08,Cordoba,25.4,49.0,0.0,17.0
2024-07-19,Cordoba,6.0,65.7,0.0,16.6
2024-04-25,BARILOCHE,5.9,74.2,0.0,17.1
2024-04-04,Cordoba,17.9,"54,8",6.5,21.6
09-02-2024,buenos aires,28.0,64.9,0.0,6.7
09 de Mar de 2024,cordoba ,25.2,"46,8",7.0,9.6
2024-08-29,bariloche,5.4,"64,5",19.9,14.9
2024-10-02,Bariloche,11.0 C,"92,2",5.3,16.3
31-03-2024,Cordoba,22.6,"63,0",0.0,13.4
2024-09-17,buenos aires,10.3,65.7,0.0,22.9
2024-02-05,Bs As,27.6,71.7,0.0,17.2
05 de Apr de 2024,Bariloche,nan,81.3,2.9,16.0
2024-11-05,Buenos Aires,19.0,61.0,5.9,6.7
03 de Oct de 2024,Buenos Aires,14.8 C,84.3,0.0,17.3
2024-09-27,Cordoba,13.1,59.9,0.0,12.7
15/10/2024,Cordoba,16.6 C,"50,0",0.0,19.4
2024-09-13,Cordoba,9.9,71.4,0.0,17.2
2024-04-22,Bariloche,7.7,68.6,0.0,16.7
2024-01-28,Cordoba,27.6,"37,2",1.3,21.0
17 de Apr de 2024,BUENOS AIRES,20.7 C,"60,4",0.1,18.1
15 de Dec de 2024,Buenos Aires,24.3 C,57.4,0.7,19.3
2024-06-07,Cordoba,10.7,48.0,0.0,8.6
2024-02-22,Bariloche,16.4 C,65.2,0.0,N/A
2024-02-17,Buenos Aires,27.2,60.2,0.0,18.7
2024-07-22,buenos aires,9.2,82.8,0.0,9.9
22-01-2024,buenos aires,28.6,"61,3",21.2,11.4
2024-02-06,cordoba,25.1,50.3,0.0,11.4
2024-09-14,BARILOCHE,3.4 C,86.7,0.0,18.0
2024-01-10,Bariloche,17.3,71.5,0.1,18.2
2024-02-03, Buenos Aires,26.7 C,54.8,-,16.8
2024-02-25,Bariloche,15.0 C,54.3,0.0,23.0
10-07-2024,Bariloche,0.3,66.2,0.0,15.3
07-11-2024,bariloche,12.0,"52,5",0.0,21.9
2024-12-15,bariloche,15.8 C,"58,6",0.0,8.6
2024-08-01,Córdoba ,6.8,68.5,0.0,20.0
2024-04-25,Cordoba,12.4,55.6,0.0,10.6
2024-07-18,Bariloche,-1.7,55.2,0.0,19.7
2024-12-22,Buenos Aires,27.6,64.6,1.0,15.3
28-01-2024,bariloche,15.9,68.6,0.0,16.7
2024-04-02,Buenos  Aires,20.5,67.0,6.5,14.1
2024-03-12,bariloche,9.3,66.2,nan,16.6
2024-01-14, Bariloche,20.8,"66,5",7.3,2.9
2024-10-06,Bs As,19.3,73.9,0.0,7.1
2024-02-02,Bariloche,N/A,64.5,0.0,4.6
2024-08-26,Cordoba,5.8,"65,4",26.8,18.9
2024-02-17,Buenos Aires,27.2,60.2,0.0,18.7
04 de Feb de 2024,Cordoba,27.6,63.3,nan,12.2
2024-09-14,BUENOS AIRES,9.8,73.7,0.0,17.9
31-07-2024,Bariloche,0.8,88.9,nan,15.9
2024-05-08,Cordoba,14.9,"61,0",0.0,17.1
2024-02-10,Bariloche,20.6,70.3,0.0,18.7
2024-07-03,Cordoba,4.1,66.5,0.0,8.3
20 de Jul de 2024,Buenos Aires,9.5,81.2,0.0,5.1
2024-11-08,Buenos Aires,25.3,"69,3",0.0,14.6
2024-10-17,Buenos Aires,19.8 C,72.4,0.0,18.6
2024-02-01,San Carlos de Bariloche,17.7,65.5,0.0,10.2
05-08-2024,Bariloche,2.5 C,62.0,0.0,6.6
2024-07-02,Buenos Aires,10.3 C,"74,9",0.0,19.9
02/12/2024,Bariloche,,69.9,0.0,9.0
2024-10-25,Bariloche,11.7,66.4,0.0,13.0
2024-09-07,Buenos Aires,16.5,"73,9",0.0,19.4
2024-04-01,Bariloche,9.3,71.0,0.0,12.2
10 de Mar de 2024,Cordoba,23.5,54.9,0.8,21.0
27/07/2024,BARILOCHE,-1.0,75.5,N/A,6.6
26-01-2024,cordoba,,"37,6",0.0,10.8
26/12/2024, Bariloche,17.5,"73,0",12.0,17.5
21-06-2024,Bariloche,1.1 C,80.2,1.2,14.0
30 de Dec de 2024,Córdoba ,29.1 C,65.0,0.0,10.2
07 de Jul de 2024,Cordoba,5.8,53.0,5.2,9.2
2024-01-01,cordoba,28.3,38.9,0.0,6.8
11 de Dec de 2024,buenos aires,25.9,"54,3",0.0,14.4
2024-06-18,cordoba ,-,58.0,25.3,24.0
2024-07-06,San Carlos de Bariloche,2.4,75.8,0.0,16.0
2024-07-30,buenos aires,11.9,84.2,0.0,10.6
2024-05-16,cordoba ,9.8,50.0,-,13.1
2024-06-20,Cordoba,5.6,"54,2",7.8,10.4
2024-06-24,Buenos Aires,7.8 C,83.2,7.8,3.5
